%Meteorological observations taken at Fort William Observatory (1890-1904),,,,,
"%Latitude: 56.81N, Longitude: 5.12W, Elevation 13m",,,,,
,,,,,
,,,,,
Year,Month,Day,Precipitation (mm),Tmin (degC),Tmax (degC)
1892,8,26,12.95,9.9,14.6
1892,8,27,22.45,10,14.6
1892,8,28,0.05,6.8,14.8
1892,8,29,0,3.1,15.6
1892,8,30,4.37,10.1,13.6
1892,8,31,2.06,10.1,13.3
1892,9,1,10.85,9.2,13.9
1892,9,2,10.82,7.7,13.4
1892,9,3,5.64,7.6,12.4
1892,9,4,0,6.8,13.9
1892,9,5,5,7.8,13.1
1892,9,6,0.3,10.4,15.6
1892,9,7,3.07,7.1,13.5
1892,9,8,0,6.6,15.1
1892,9,9,1.27,10.7,14.6
1892,9,10,0.38,9.6,14.2
1892,9,11,16.13,9.6,14.1
1892,9,12,27.36,9.9,11.8
1892,9,13,13.33,7.6,14
1892,9,14,39.19,9.1,12.2
1892,9,15,13.18,10.9,14.3
1892,9,16,18.01,8.2,13.9
1892,9,17,11.43,5.3,11.8
1892,9,18,29.84,10.6,13.6
1892,9,19,3.28,8,13.3
1892,9,20,0,5.3,12.9
1892,9,21,0,1.5,15.2
1892,9,22,0,3.2,13.6
1892,9,23,8.13,3.4,13.9
1892,9,24,30.99,6.9,11.2
1892,9,25,25.25,7.8,12.1
1892,9,26,21.51,8.3,14.2
1892,9,27,36.25,6.7,13.3
1892,9,28,10.19,5.1,9.4
1892,9,29,25.1,5.4,9.4
1892,9,30,0.05,4.5,10
1892,10,1,2.29,5.4,8.9
1892,10,2,8.13,3.8,8.9
1892,10,3,7.24,3.1,10.6
1892,10,4,14.78,7.2,11.4
1892,10,5,11.18,6,9.6
1892,10,6,2.16,7.7,11
1892,10,7,0,7.2,10.5
1892,10,8,9.25,5.4,8.7
1892,10,9,8.59,5.5,9.6
1892,10,10,0,6.6,9.6
1892,10,11,0,4.9,9.8
1892,10,12,0,3,9.5
1892,10,13,0,5.7,9.3
1892,10,14,0,6.7,12.6
1892,10,15,0,5.2,9.6
1892,10,16,0,3.7,7.5
1892,10,17,0,1.4,7.2
1892,10,18,0.08,-0.4,7.2
1892,10,19,0.94,4.4,10
1892,10,20,0.46,5.1,8.3
1892,10,21,0.38,3,6.7
1892,10,22,0,1.5,5.1
1892,10,23,0.58,2,6.2
1892,10,24,0,-3.1,6.1
1892,10,25,0,-4.8,4.8
1892,10,26,0,-3.3,6.8
1892,10,27,24.56,4.8,8.6
1892,10,28,17.02,7.7,11.1
1892,10,29,11.43,6.4,11.2
1892,10,30,14.55,5.5,8.6
1892,10,31,2.39,3.9,8
1892,11,1,0,2,6.2
1892,11,2,6.53,2.7,8.5
1892,11,3,10.52,6.2,10.4
1892,11,4,8.69,9,12.6
1892,11,5,16.48,8.8,11.7
1892,11,6,6.32,5,9.1
1892,11,7,0.15,5.1,9.6
1892,11,8,13.87,8.2,11.9
1892,11,9,18.01,6.6,10.9
1892,11,10,0.58,7.9,9.6
1892,11,11,0,8.4,12.3
1892,11,12,4.06,7.5,12.2
1892,11,13,2.87,4.9,7.7
1892,11,14,26.9,4.6,12.3
1892,11,15,3.61,3.4,10.9
1892,11,16,0.99,1.6,6.5
1892,11,17,0,3.9,9.6
1892,11,18,0.61,5.2,9.6
1892,11,19,0.69,3.3,8.2
1892,11,20,0.51,5.1,9.7
1892,11,21,0,5.4,9.6
1892,11,22,0,3.3,8.8
1892,11,23,0,-1,4.6
1892,11,24,0,-1.1,4
1892,11,25,1.78,0.8,7.2
1892,11,26,10.36,5.5,8.1
1892,11,27,15.47,7.6,10.1
1892,11,28,71.86,8.3,10.7
1892,11,29,11.58,1.8,8.3
1892,11,30,5.94,0.8,3.9
1892,12,1,1.73,-4.4,1.8
1892,12,2,0,-5.4,-1.6
1892,12,3,8.64,-3,5
1892,12,4,2.24,-2.1,1.9
1892,12,5,3.66,-2.7,3.4
1892,12,6,10.57,0.1,4.1
1892,12,7,0.23,-2.8,0.6
1892,12,8,4.93,-2.9,1.2
1892,12,9,2.34,-4.3,2.8
1892,12,10,14.05,-4.2,6.8
1892,12,11,7.01,3.3,5.7
1892,12,12,0.15,2.6,5.1
1892,12,13,4.24,1.3,4.2
1892,12,14,12.12,2.6,7.3
1892,12,15,4.9,5.6,7.9
1892,12,16,31.19,5.4,9.6
1892,12,17,10.34,7.7,9.5
1892,12,18,15.39,7.1,11
1892,12,19,0.89,4,8.2
1892,12,20,1.09,2.8,5.6
1892,12,21,0.33,3.9,5.5
1892,12,22,0.99,1.6,6.2
1892,12,23,0,1.1,4.9
1892,12,24,0,-4.1,2.8
1892,12,25,0,-6.6,-2.7
1892,12,26,0,-7.8,-3.9
1892,12,27,0,-6.7,-0.1
1892,12,28,0,-4.5,4.4
1892,12,29,0,1.4,5.8
1892,12,30,0,1.6,5.6
1892,12,31,0,-0.8,3.8
1893,1,1,0,-5,2.8
1893,1,2,0.18,-6.5,2.9
1893,1,3,0.81,-1.4,3.2
1893,1,4,0.25,-4.4,-0.6
1893,1,5,1.04,-9.1,-1
1893,1,6,0.08,-9.8,1.3
1893,1,7,0.1,-0.1,2.6
1893,1,8,0,0.3,4.1
1893,1,9,0,-1.7,4.1
1893,1,10,0,-1.7,4.1
1893,1,11,0,-1.2,2.1
1893,1,12,0.08,-2.6,3.5
1893,1,13,0.97,2.2,7.2
1893,1,14,2.29,-2.1,3.5
1893,1,15,3.56,-3.4,2.8
1893,1,16,1.78,2.8,8.8
1893,1,17,4.57,3.4,8.5
1893,1,18,5.92,6.9,9.5
1893,1,19,10.39,3.9,9.2
1893,1,20,5.26,2.2,5.7
1893,1,21,1.02,3.5,8
1893,1,22,3.76,6.2,10.1
1893,1,23,8.28,7.6,11
1893,1,24,34.37,5.4,9.3
1893,1,25,5.59,3.8,6.8
1893,1,26,15.49,3.8,7.4
1893,1,27,0.99,2.1,6.6
1893,1,28,3.33,3.2,8
1893,1,29,6.1,5.1,7.4
1893,1,30,4.5,6.4,10.9
1893,1,31,13.28,5.4,10.1
1893,2,1,3.1,2,5.8
1893,2,2,7.32,1.9,6.4
1893,2,3,3.05,4.7,9.4
1893,2,4,22.89,7.1,9.4
1893,2,5,0.25,5.6,7.4
1893,2,6,14.33,5.2,10
1893,2,7,10.79,2.9,8.4
1893,2,8,10.19,2.7,5.9
1893,2,9,45.97,4.5,8
1893,2,10,10.97,3.2,9.1
1893,2,11,15.7,1.1,7
1893,2,12,0,-0.6,3.8
1893,2,13,0,-3.6,4.5
1893,2,14,16.51,3.3,7.7
1893,2,15,6.93,2.8,6.4
1893,2,16,5.28,3.6,8.3
1893,2,17,17.68,2.1,5.3
1893,2,18,17.02,2.5,10.2
1893,2,19,0,2.3,12.2
1893,2,20,0.1,3.3,10.3
1893,2,21,0.08,2.7,5.8
1893,2,22,0.18,1.4,5.2
1893,2,23,0,-2,3.2
1893,2,24,0,-3.3,1.9
1893,2,25,0,-3.4,2
1893,2,26,0,-3.4,2.4
1893,2,27,0,-0.6,4.8
1893,2,28,5.41,-0.4,5.4
1893,3,1,2.79,1.1,4.6
1893,3,2,1.52,1.7,6.2
1893,3,3,8.18,3.3,8.8
1893,3,4,7.7,6.9,9.3
1893,3,5,1.85,7.4,10.6
1893,3,6,2.54,6.8,9.9
1893,3,7,5.41,6.7,11.5
1893,3,8,3.63,4.8,9.1
1893,3,9,6.99,4.5,10.3
1893,3,10,2.29,4.6,7.9
1893,3,11,16.05,5.3,8.4
1893,3,12,15.49,6.1,8.3
1893,3,13,0.84,3.6,7.6
1893,3,14,12.78,5.2,9.1
1893,3,15,6.88,0.8,7.9
1893,3,16,3,-1.1,3.2
1893,3,17,2.74,-2.1,2.8
1893,3,18,0,-2.4,4.4
1893,3,19,0,-3.2,6.2
1893,3,20,0.41,4.9,9.9
1893,3,21,0,3.4,11.7
1893,3,22,0,1.6,13.2
1893,3,23,0,0.2,13.6
1893,3,24,0,2.2,14.6
1893,3,25,0.51,2.2,12.4
1893,3,26,0.25,6.3,14.8
1893,3,27,0,3.6,10.4
1893,3,28,0,2.2,14.7
1893,3,29,0.66,0.8,14.2
1893,3,30,0,6.7,9.7
1893,3,31,9.91,6.4,10.1
1893,4,1,1.5,4.2,8.8
1893,4,2,3.96,5.9,11.8
1893,4,3,1.27,5.1,13
1893,4,4,0,2.7,14.6
1893,4,5,0,1.9,16
1893,4,6,17.73,5.2,15.9
1893,4,7,0,6.6,13.2
1893,4,8,0,6.4,15.9
1893,4,9,0,2.2,14.3
1893,4,10,1.73,0.7,10.3
1893,4,11,0,3,11.7
1893,4,12,0.13,0.1,11
1893,4,13,0,4.8,12.2
1893,4,14,0.15,6.3,11.4
1893,4,15,7.98,3.5,10.9
1893,4,16,12.01,0.9,6.7
1893,4,17,0.25,3.3,8.4
1893,4,18,9.52,6.9,11.2
1893,4,19,0.18,9.4,19.8
1893,4,20,1.52,7.8,18.6
1893,4,21,0,7.1,16.4
1893,4,22,0,7,21.1
1893,4,23,0,8.1,20.7
1893,4,24,0,6.8,19.4
1893,4,25,0,6.8,18.2
1893,4,26,0,8.2,14.1
1893,4,27,0,6.1,13.6
1893,4,28,4.01,5.8,10.4
1893,4,29,9.47,5,10.1
1893,4,30,6.86,3.5,9.6
1893,5,1,0.97,2.8,10.9
1893,5,2,0.66,2,10.2
1893,5,3,0.18,7.2,11.8
1893,5,4,0,9.1,16.2
1893,5,5,0,9.8,20.6
1893,5,6,0,9.7,19.3
1893,5,7,0,7.8,16.2
1893,5,8,0,8.3,16.8
1893,5,9,0,6.8,19.1
1893,5,10,0.76,7.6,15.2
1893,5,11,2.01,9.7,12.9
1893,5,12,7.9,9.9,14.8
1893,5,13,0,9.9,18.3
1893,5,14,0,9.7,19.4
1893,5,15,0,9.4,19.2
1893,5,16,2.29,9.4,14.7
1893,5,17,0.08,8.5,16.8
1893,5,18,2.46,8.6,13.3
1893,5,19,5.49,8.8,18.4
1893,5,20,6.2,10.8,15.2
1893,5,21,16.33,9.2,15.1
1893,5,22,0,8.9,16.6
1893,5,23,10.36,9.5,13.7
1893,5,24,4.17,9.4,15.6
1893,5,25,2.82,10,12.9
1893,5,26,0,9.7,14.6
1893,5,27,0,10.4,17
1893,5,28,0,11.6,15.9
1893,5,29,1.07,6,13.3
1893,5,30,0,4.4,14.3
1893,5,31,0,7.2,15.8
1893,6,1,0,7.3,16.2
1893,6,2,0,6.6,17.6
1893,6,3,0,7.9,16.4
1893,6,4,8.15,9.3,14.3
1893,6,5,0,10,19.9
1893,6,6,2.95,12.3,15.9
1893,6,7,2.31,11.5,17.3
1893,6,8,1.57,11.4,21.8
1893,6,9,0,10.7,22.1
1893,6,10,0,11.4,22.1
1893,6,11,0,9.9,21.7
1893,6,12,0,11.7,22.2
1893,6,13,4.83,10.6,19.9
1893,6,14,0,10.1,23.4
1893,6,15,0,12.7,22.6
1893,6,16,1.07,13.8,18.4
1893,6,17,0,13.2,21.8
1893,6,18,0,12.9,21.3
1893,6,19,0,11.4,19.2
1893,6,20,0,10.6,15.9
1893,6,21,0,8.1,18.3
1893,6,22,8.79,8.2,13.8
1893,6,23,6.83,7.8,11.3
1893,6,24,0,9.6,14.4
1893,6,25,0,10.1,13.8
1893,6,26,0,8.9,17.6
1893,6,27,5.11,11.7,18.3
1893,6,28,3.1,13.4,18.8
1893,6,29,0.97,12.2,14.3
1893,6,30,0,8.8,20
1893,7,1,0,10.7,23.9
1893,7,2,0.15,13.3,22.4
1893,7,3,0,12.1,21.7
1893,7,4,0,14,20.8
1893,7,5,0,12.8,24
1893,7,6,0,11.9,20.4
1893,7,7,5.31,15.3,24
1893,7,8,16.69,16.3,25.7
1893,7,9,3.61,14.8,21.2
1893,7,10,8.84,12.9,20.4
1893,7,11,1.78,12.7,20.1
1893,7,12,0,12.2,15.7
1893,7,13,0.08,11.7,15.4
1893,7,14,0,10.7,16.7
1893,7,15,0,11.1,16.9
1893,7,16,5.59,11,15.7
1893,7,17,5.79,11.1,15.6
1893,7,18,10.74,11.6,15.7
1893,7,19,15.6,11.6,16.2
1893,7,20,9.88,10.8,13.8
1893,7,21,4.37,10.2,16.6
1893,7,22,0.25,9.2,16.3
1893,7,23,0,8.6,20.2
1893,7,24,11.58,11.6,17.2
1893,7,25,1.57,11.4,17.3
1893,7,26,0.25,10.1,17.6
1893,7,27,0,6.4,19
1893,7,28,0.71,10.8,17
1893,7,29,9.91,11.7,15.7
1893,7,30,3.1,10.9,17.3
1893,7,31,0.25,12.1,16.5
1893,8,1,1.24,10.9,15
1893,8,2,1.55,11.7,17.4
1893,8,3,15.29,11.6,16.4
1893,8,4,9.5,11.6,17.2
1893,8,5,0,8.6,15.4
1893,8,6,0,4.7,17.9
1893,8,7,2.13,12.6,17.9
1893,8,8,3.4,12.4,18.9
1893,8,9,0,13.3,27.6
1893,8,10,5.28,16.1,23.3
1893,8,11,2.11,15.7,21.7
1893,8,12,3.89,12.6,18.3
1893,8,13,0,9.7,22.3
1893,8,14,0,13.4,23.9
1893,8,15,7.21,15.4,23.9
1893,8,16,0,15,20
1893,8,17,1.35,14.8,20
1893,8,18,8.51,14.4,19.6
1893,8,19,3.48,13.8,19.6
1893,8,20,6.32,13.3,18.4
1893,8,21,36.8,12.6,15.7
1893,8,22,20.07,11.2,15.4
1893,8,23,14.17,9.4,16.2
1893,8,24,2.9,9.1,17.4
1893,8,25,1.02,11.2,15.6
1893,8,26,0.41,11.2,16.3
1893,8,27,0,7.8,15.5
1893,8,28,0,6.4,18.2
1893,8,29,0,10.8,17.7
1893,8,30,0.2,13.1,17.8
1893,8,31,16.79,13.8,16.8
1893,9,1,0,14.2,16.7
1893,9,2,0,9.8,19.9
1893,9,3,0,7.7,18.3
1893,9,4,0,9.8,19.5
1893,9,5,1.65,13,18
1893,9,6,3.51,12.2,16.4
1893,9,7,8.43,12.1,17.8
1893,9,8,10.95,9.1,14.8
1893,9,9,0.28,5.9,13.5
1893,9,10,0,3.9,13.6
1893,9,11,0,3,14.6
1893,9,12,2.79,7.1,14.7
1893,9,13,70.99,12.3,17.3
1893,9,14,20.75,12.1,17.1
1893,9,15,5.92,12.2,16.6
1893,9,16,1.85,10.2,15.7
1893,9,17,2.67,10.3,15.7
1893,9,18,6.55,11.7,14.9
1893,9,19,9.22,7.8,12.7
1893,9,20,0.48,7.1,11.8
1893,9,21,4.14,5.3,9.7
1893,9,22,5.23,3.7,9.8
1893,9,23,5.64,0.6,10
1893,9,24,3.38,5.9,10.9
1893,9,25,0.3,4.9,10.9
1893,9,26,0,3.2,10.4
1893,9,27,5.66,7.6,13.8
1893,9,28,12.7,9.3,14.3
1893,9,29,25.4,8.4,12.7
1893,9,30,22.02,8.7,12.1
1893,10,1,7.11,8.8,12.6
1893,10,2,16.38,7.6,10.9
1893,10,3,3.81,5.3,12.3
1893,10,4,0,2.7,11.4
1893,10,5,1.73,1.9,10.7
1893,10,6,0.69,8.2,11.4
1893,10,7,0.76,7.4,12.3
1893,10,8,16.38,5.4,8.1
1893,10,9,1.78,3.2,12.2
1893,10,10,8.13,5.6,10.2
1893,10,11,21.26,7.1,10.1
1893,10,12,9.4,6.3,10.1
1893,10,13,11.68,4.2,9.7
1893,10,14,16.59,7.5,13.1
1893,10,15,9.14,12.3,14.4
1893,10,16,11.94,10.3,13.8
1893,10,17,0,4.8,12.3
1893,10,18,0.91,4.4,12.3
1893,10,19,0.61,10.1,13.4
1893,10,20,13.92,9.8,14.2
1893,10,21,14.68,7.2,14.4
1893,10,22,5.89,8.1,11.8
1893,10,23,0,9.4,11.6
1893,10,24,62.56,10.5,12.5
1893,10,25,38.79,4.3,12.4
1893,10,26,6.73,3.6,7.2
1893,10,27,2.79,5.7,10.6
1893,10,28,24.94,5.9,12.1
1893,10,29,5.41,2.3,7.1
1893,10,30,0.18,1.3,5.7
1893,10,31,3.63,0.5,6.1
1893,11,1,22.71,2.3,8
1893,11,2,6.2,3.1,7
1893,11,3,10.54,2.8,5.1
1893,11,4,0.15,0.7,5.4
1893,11,5,6.86,1.1,6.2
1893,11,6,0,-0.5,4.3
1893,11,7,0,1.6,4.5
1893,11,8,0,1.3,6.3
1893,11,9,0.08,0.9,6.2
1893,11,10,0,1.7,5.8
1893,11,11,0,3.2,8.4
1893,11,12,0,-0.7,5.9
1893,11,13,0,-2.6,1.6
1893,11,14,0.18,-2.9,2.7
1893,11,15,0,-0.9,4.4
1893,11,16,0.08,3.2,8.9
1893,11,17,21.59,4.2,7.7
1893,11,18,0.13,-0.7,5
1893,11,19,0,-1.3,2.4
1893,11,20,0,-0.7,3.7
1893,11,21,3.05,-1.4,8.4
1893,11,22,3.99,-1.3,7.2
1893,11,23,1.27,-1.1,10
1893,11,24,8.92,6.8,9.9
1893,11,25,12.47,3.6,10.9
1893,11,26,0.08,0.9,4.4
1893,11,27,30.05,2.2,11.4
1893,11,28,25.3,10.6,11.9
1893,11,29,59.77,6.6,11.1
1893,11,30,2.64,-0.9,7.3
1893,12,1,0.3,-4.9,0.6
1893,12,2,9.91,-2.8,8.7
1893,12,3,22.99,7.9,10.3
1893,12,4,1.47,7.4,10.4
1893,12,5,18.62,7,9.3
1893,12,6,36.22,4.1,10.8
1893,12,7,8.69,3.6,4.9
1893,12,8,33.17,3.9,8.3
1893,12,9,11.73,1.2,5.6
1893,12,10,10.08,1.7,5.6
1893,12,11,24.59,0.6,5.1
1893,12,12,3,0.2,4
1893,12,13,1.09,1.3,4.4
1893,12,14,8.76,2.7,6.2
1893,12,15,38.23,3.8,10.2
1893,12,16,32.54,8.1,11.7
1893,12,17,0.79,4.7,9.9
1893,12,18,12.12,3.7,9.7
1893,12,19,14,4.2,7.2
1893,12,20,8.15,1,6.4
1893,12,21,21.34,1.6,7.7
1893,12,22,14.99,5.2,8.1
1893,12,23,7.95,5.3,8.5
1893,12,24,32.11,6.4,9.4
1893,12,25,15.9,2.3,6.4
1893,12,26,0.1,3.4,9.2
1893,12,27,14.2,6.8,8.9
1893,12,28,2.44,4.2,8.5
1893,12,29,1.12,7.7,8.6
1893,12,30,2.79,6.9,9
1893,12,31,0.53,1.8,9.1
1894,1,1,0,0,2.9
1894,1,2,0,-1.1,3.1
1894,1,3,0,-0.3,0.7
1894,1,4,0.1,-0.8,2.3
1894,1,5,0.51,-1.1,1.8
1894,1,6,0,-6.2,-0.4
1894,1,7,1.52,-3.6,3.7
1894,1,8,0,0,3.5
1894,1,9,0.53,2.2,6.7
1894,1,10,9.14,5.6,11.9
1894,1,11,16.43,4.9,11.9
1894,1,12,3.58,5.2,9.9
1894,1,13,18.34,4.9,10.9
1894,1,14,0.74,3.2,7.1
1894,1,15,6.73,2.3,6.7
1894,1,16,42.6,4.6,9
1894,1,17,10.44,4.9,7.9
1894,1,18,2.54,4.4,7.6
1894,1,19,12.47,3.5,9.6
1894,1,20,8.23,5.3,7.9
1894,1,21,10.64,3.9,8.4
1894,1,22,8.05,2,5.3
1894,1,23,2.03,-2.1,2
1894,1,24,45.08,1.3,9.1
1894,1,25,16.61,0.4,6.9
1894,1,26,25.83,-0.2,8
1894,1,27,16.64,1.1,10
1894,1,28,6.3,0.8,5.5
1894,1,29,21.97,0.1,8.4
1894,1,30,4.8,1.2,7.1
1894,1,31,7.57,-0.9,3.2
1894,2,1,21.01,-1.5,9.4
1894,2,2,33.63,7.1,10.1
1894,2,3,8.36,3.9,7.7
1894,2,4,21.08,5.5,9.1
1894,2,5,0.1,2.9,7.8
1894,2,6,78.94,6.7,11.1
1894,2,7,15.62,4.9,9.3
1894,2,8,13.46,5,7.6
1894,2,9,17.91,3.9,7.3
1894,2,10,6.25,2.1,5.1
1894,2,11,35.86,0.6,7.7
1894,2,12,4.88,0.9,6.7
1894,2,13,3.07,-2.6,4.4
1894,2,14,0,-5.8,0.7
1894,2,15,0.76,-1.3,4.3
1894,2,16,8.97,3.2,7.9
1894,2,17,4.62,2.8,4.9
1894,2,18,0,2.5,4.9
1894,2,19,2.01,3.3,6
1894,2,20,4.22,3.9,6.8
1894,2,21,2.41,3.3,7.6
1894,2,22,6.22,2.2,7.3
1894,2,23,19.61,2.2,8.4
1894,2,24,3.73,1.1,4.3
1894,2,25,12.19,2.3,8.5
1894,2,26,6.05,2.8,8.8
1894,2,27,5.99,1.8,8.4
1894,2,28,8.92,2.2,7
1894,3,1,35.31,2.8,8.3
1894,3,2,11.28,2.8,7.7
1894,3,3,14.88,1.2,6.7
1894,3,4,8.84,0.8,6.2
1894,3,5,30.91,1.8,9.4
1894,3,6,6.48,3.3,7.4
1894,3,7,15.49,-0.1,7.7
1894,3,8,32.51,2.1,7.9
1894,3,9,9.83,2.3,8.1
1894,3,10,17.65,2.4,8.1
1894,3,11,17.02,2.3,10.2
1894,3,12,14.68,2.2,6.7
1894,3,13,9.91,1.6,6.2
1894,3,14,4.09,0.5,5.8
1894,3,15,3.07,-0.2,6.2
1894,3,16,0,-1.8,7.2
1894,3,17,0,-0.5,7.7
1894,3,18,2.29,6.6,8.4
1894,3,19,3.51,6.9,8.2
1894,3,20,0.05,6.7,8.9
1894,3,21,0,6.6,10.8
1894,3,22,0,4.1,12.8
1894,3,23,0,1.2,14.4
1894,3,24,0,1.7,16.2
1894,3,25,0,2.7,15
1894,3,26,0,1.2,16.3
1894,3,27,0,3.3,17.3
1894,3,28,0,1.4,13.9
1894,3,29,0,6.6,13.7
1894,3,30,0,6.5,14.3
1894,3,31,0,5.3,14.1
1894,4,1,0,3.9,12.6
1894,4,2,0,3.4,15.4
1894,4,3,0,4.5,14.5
1894,4,4,0,2.4,11.1
1894,4,5,0,1.4,13.4
1894,4,6,0,3.4,10.4
1894,4,7,0,6.2,12.2
1894,4,8,0,5.9,14.3
1894,4,9,5.33,6.3,12.8
1894,4,10,2.46,6.1,13
1894,4,11,3.12,9.4,17
1894,4,12,0,9.3,15.3
1894,4,13,0,6,10.6
1894,4,14,2.54,5.8,10.4
1894,4,15,0.66,5.5,14.6
1894,4,16,0.15,3.1,13.1
1894,4,17,4.83,5.4,12.4
1894,4,18,0.13,4.6,12.9
1894,4,19,0,1.1,13.3
1894,4,20,0,3.9,15.2
1894,4,21,0,4.1,14.5
1894,4,22,0,7.1,12.8
1894,4,23,0,7.1,12.2
1894,4,24,2.97,6.7,12.3
1894,4,25,6.17,6.1,13
1894,4,26,5.21,5.9,12.1
1894,4,27,0,5.6,14.6
1894,4,28,0,3,14.1
1894,4,29,1.27,8.3,13.4
1894,4,30,0,8.4,12.7
1894,5,1,0,7.3,13.3
1894,5,2,4.32,7.7,11.6
1894,5,3,2.95,4.3,10.7
1894,5,4,1.02,2.9,7.8
1894,5,5,7.62,5.6,9.7
1894,5,6,6.86,5.7,10.4
1894,5,7,8.13,4.8,12.2
1894,5,8,23.7,6.1,11.2
1894,5,9,5.49,5.8,11
1894,5,10,8.2,6.7,12.1
1894,5,11,3.86,6.7,11.8
1894,5,12,1.02,5.8,11.9
1894,5,13,0,4.3,13.9
1894,5,14,0,7.6,11.4
1894,5,15,6.68,7.6,9.8
1894,5,16,0.13,5.8,12.1
1894,5,17,0,5.7,15
1894,5,18,0,6.1,15.1
1894,5,19,0.33,1.8,7.4
1894,5,20,0.84,0.2,8.4
1894,5,21,0,-0.2,9.9
1894,5,22,0,0.8,12.6
1894,5,23,0,2.1,16.2
1894,5,24,0,3.1,15.9
1894,5,25,0,6.1,14.1
1894,5,26,0.84,6,11.1
1894,5,27,0.43,4.2,11.6
1894,5,28,2.16,5.6,10.2
1894,5,29,5.82,5,14.1
1894,5,30,5.66,3.1,13
1894,5,31,0.08,6.6,15.2
1894,6,1,0,3.3,17.1
1894,6,2,0,6.5,17.3
1894,6,3,0,5,19
1894,6,4,0,7.3,14.9
1894,6,5,0,8.3,14.8
1894,6,6,0,4.4,15.6
1894,6,7,0,6.3,17.7
1894,6,8,0,5.5,16.1
1894,6,9,2.36,10.3,17.2
1894,6,10,6.86,10.4,13.3
1894,6,11,6.02,9.1,14.3
1894,6,12,1.65,8.3,15
1894,6,13,0.13,8.1,19.7
1894,6,14,0,7.2,12.8
1894,6,15,12.34,9.3,14.9
1894,6,16,0,8.8,15.7
1894,6,17,25.32,8.4,14.6
1894,6,18,6.1,6.7,15.5
1894,6,19,6.55,8.8,13.7
1894,6,20,0.18,8.6,14.8
1894,6,21,0,4.6,17.3
1894,6,22,4.93,9.9,16.4
1894,6,23,6.48,9.4,13.7
1894,6,24,0.23,7.6,15.2
1894,6,25,0.08,6.8,12.7
1894,6,26,0.25,11.5,20
1894,6,27,0,15.1,21.1
1894,6,28,0,14.1,24
1894,6,29,0,13.1,25.4
1894,6,30,0,13.3,25.7
1894,7,1,0,13.8,27.5
1894,7,2,8.05,14,26.7
1894,7,3,0.15,10.6,17.3
1894,7,4,2.79,11.1,16.1
1894,7,5,11.25,12.8,18.7
1894,7,6,34.54,12.6,21.8
1894,7,7,10.01,10.1,16.6
1894,7,8,3.17,9.7,14.5
1894,7,9,8.46,10.7,14.1
1894,7,10,21.77,11.3,15.2
1894,7,11,0.33,10.8,18.8
1894,7,12,5.28,11.3,15.6
1894,7,13,7.87,11.7,16.9
1894,7,14,0.3,12.1,15.1
1894,7,15,0,11.9,16.7
1894,7,16,2.87,10.9,15.1
1894,7,17,8.51,11.7,14.6
1894,7,18,0.25,10.5,18.9
1894,7,19,3.33,9.8,18.4
1894,7,20,5.08,10,16.3
1894,7,21,10.11,9.9,15
1894,7,22,0.08,10.5,17.8
1894,7,23,0,8.5,19.6
1894,7,24,0,10.8,20.8
1894,7,25,0.51,11,19.5
1894,7,26,0.15,14.1,21.6
1894,7,27,0,15.7,24.1
1894,7,28,0,14.6,24.3
1894,7,29,0,12.9,26.5
1894,7,30,0,13.9,24.1
1894,7,31,0,12.8,22.8
1894,8,1,11.84,12.9,16.9
1894,8,2,16.21,12.7,16.7
1894,8,3,0.1,12.6,17.2
1894,8,4,1.35,12.1,16
1894,8,5,5.38,10.7,14.8
1894,8,6,10.74,10.7,14.3
1894,8,7,2.77,11.6,15
1894,8,8,9.75,11.8,16.9
1894,8,9,19.2,12.6,18.6
1894,8,10,13.11,11.2,15.7
1894,8,11,0.66,11.1,15.5
1894,8,12,12.8,12.2,15.7
1894,8,13,22.86,10.2,15.9
1894,8,14,42.75,10.3,14.4
1894,8,15,16.13,11.1,16.4
1894,8,16,0,8.9,14.8
1894,8,17,0.25,8.8,16.3
1894,8,18,0.51,10.7,15.6
1894,8,19,5.66,11.2,15.2
1894,8,20,0,9.1,15
1894,8,21,3.56,8.8,14.1
1894,8,22,0,6.1,15.5
1894,8,23,0,8.2,16.6
1894,8,24,0,7.2,16.3
1894,8,25,0,5.9,18.6
1894,8,26,0,7.2,16.8
1894,8,27,0,9.4,16.7
1894,8,28,0.23,11.3,13.7
1894,8,29,0.13,9.3,15.3
1894,8,30,0,11.8,14.9
1894,8,31,0,8.3,14.4
1894,9,1,0.1,6.2,16.8
1894,9,2,0,3.8,15.1
1894,9,3,1.02,3.9,13.6
1894,9,4,1.35,5.3,14.8
1894,9,5,0.61,8.1,14.4
1894,9,6,0,4.9,13.7
1894,9,7,0,8.2,14.4
1894,9,8,0,4.9,14.7
1894,9,9,0,6.3,16
1894,9,10,0.33,5.1,14.4
1894,9,11,2.39,10.6,16.1
1894,9,12,0,7.1,17.1
1894,9,13,0,9.8,14.8
1894,9,14,0.18,9.8,13.8
1894,9,15,0.18,9.2,15.6
1894,9,16,0,6.5,15.6
1894,9,17,0,5.3,17.6
1894,9,18,0,7.3,15.6
1894,9,19,0,6.1,15.8
1894,9,20,0,10.4,14.2
1894,9,21,0,10.3,15.6
1894,9,22,0,6.6,15.2
1894,9,23,0,6.9,15.1
1894,9,24,0,3.8,14.7
1894,9,25,0,2.9,15.3
1894,9,26,0,6.6,13.4
1894,9,27,0,3.3,12.8
