SEF	1.0.0												
1838	4	3	17	23	0	1000	orig=29.61In|orig.time=8:00PM|orig.date=1838-03-22|atb=13R						
1838	4	3	19	23	0	1000.8	orig=29.64In|orig.time=10:00PM|orig.date=1838-03-22|atb=14R						
1838	4	4	5	23	0	1006.8	orig=29.81In|orig.time=8:00AM|orig.date=1838-03-23|atb=13R						
1838	4	4	7	23	0	1007.2	orig=29.81In|orig.time=10:00AM|orig.date=1838-03-23|atb=11R						
1838	4	4	9	23	0	1008.5	orig=29.84In|orig.time=12:00AM|orig.date=1838-03-23|atb=10R						
1838	4	4	11	23	0	1008.5	orig=29.86In|orig.time=2:00PM|orig.date=1838-03-23|atb=13R						
1838	4	4	13	23	0	1008.7	orig=29.86In|orig.time=4:00PM|orig.date=1838-03-23|atb=12R						
1838	4	4	15	23	0	1008.5	orig=29.86In|orig.time=6:00PM|orig.date=1838-03-23|atb=13R						
1838	4	4	17	23	0	1006.8	orig=29.81In|orig.time=8:00PM|orig.date=1838-03-23|atb=13R						
1838	4	4	19	23	0	1008.6	orig=29.87In|orig.time=10:00PM|orig.date=1838-03-23|atb=14R						
1838	4	5	5	23	0	1011.6	orig=29.94In|orig.time=8:00AM|orig.date=1838-03-24|atb=11R						
1838	4	5	7	23	0	1011.4	orig=29.94In|orig.time=10:00AM|orig.date=1838-03-24|atb=12R						
1838	4	5	9	23	0	1011.2	orig=29.94In|orig.time=12:00AM|orig.date=1838-03-24|atb=13R						
1838	4	5	11	23	0	1011.8	orig=29.94In|orig.time=2:00PM|orig.date=1838-03-24|atb=10R						
1838	4	5	13	23	0	1011.8	orig=29.94In|orig.time=4:00PM|orig.date=1838-03-24|atb=10R						
1838	4	5	15	23	0	1011.4	orig=29.94In|orig.time=6:00PM|orig.date=1838-03-24|atb=12R						
1838	4	5	17	23	0	1011.4	orig=29.94In|orig.time=8:00PM|orig.date=1838-03-24|atb=12R						
1838	4	5	19	23	0	1011.2	orig=29.94In|orig.time=10:00PM|orig.date=1838-03-24|atb=13R						
1838	4	6	5	23	0	1011.8	orig=29.94In|orig.time=8:00AM|orig.date=1838-03-25|atb=10R						
1838	4	6	7	23	0	1012.2	orig=29.95In|orig.time=10:00AM|orig.date=1838-03-25|atb=10R						
1838	4	6	9	23	0	1012	orig=29.95In|orig.time=12:00AM|orig.date=1838-03-25|atb=11R						
1838	4	6	11	23	0	1011.2	orig=29.94In|orig.time=2:00PM|orig.date=1838-03-25|atb=13R						
1838	4	6	13	23	0	1009.8	orig=29.88In|orig.time=4:00PM|orig.date=1838-03-25|atb=10R						
1838	4	6	15	23	0	1009.6	orig=29.88In|orig.time=6:00PM|orig.date=1838-03-25|atb=11R						
1838	4	6	17	23	0	1009.6	orig=29.88In|orig.time=8:00PM|orig.date=1838-03-25|atb=11R						
1838	4	6	19	23	0	1009.1	orig=29.88In|orig.time=10:00PM|orig.date=1838-03-25|atb=13R						
1838	4	7	5	23	0	1006	orig=29.76In|orig.time=8:00AM|orig.date=1838-03-26|atb=9R						
1838	4	7	7	23	0	1005.1	orig=29.74In|orig.time=10:00AM|orig.date=1838-03-26|atb=10R						
1838	4	7	9	23	0	1003.1	orig=29.68In|orig.time=12:00AM|orig.date=1838-03-26|atb=10R						
1838	4	7	11	23	0	1001.9	orig=29.64In|orig.time=2:00PM|orig.date=1838-03-26|atb=9R						
1838	4	7	13	23	0	1001.6	orig=29.63In|orig.time=4:00PM|orig.date=1838-03-26|atb=9R						
1838	4	7	15	23	0	1001.4	orig=29.63In|orig.time=6:00PM|orig.date=1838-03-26|atb=10R						
1838	4	7	17	23	0	1000.9	orig=29.63In|orig.time=8:00PM|orig.date=1838-03-26|atb=12R						
1838	4	7	19	23	0	1000.7	orig=29.63In|orig.time=10:00PM|orig.date=1838-03-26|atb=13R						
1838	4	8	5	23	0	999.3	orig=29.57In|orig.time=8:00AM|orig.date=1838-03-27|atb=10R						
1838	4	8	7	23	0	999.3	orig=29.57In|orig.time=10:00AM|orig.date=1838-03-27|atb=10R						
1838	4	8	9	23	0	999.3	orig=29.57In|orig.time=12:00AM|orig.date=1838-03-27|atb=10R						
1838	4	8	11	23	0	999.1	orig=29.57In|orig.time=2:00PM|orig.date=1838-03-27|atb=11R						
1838	4	8	13	23	0	999.3	orig=29.57In|orig.time=4:00PM|orig.date=1838-03-27|atb=10R						
1838	4	8	15	23	0	999.3	orig=29.57In|orig.time=6:00PM|orig.date=1838-03-27|atb=10R						
1838	4	8	17	23	0	999.3	orig=29.57In|orig.time=8:00PM|orig.date=1838-03-27|atb=10R						
1838	4	8	19	23	0	998.9	orig=29.57In|orig.time=10:00PM|orig.date=1838-03-27|atb=12R						
1838	4	9	5	23	0	998.9	orig=29.57In|orig.time=8:00AM|orig.date=1838-03-28|atb=12R						
1838	4	9	7	23	0	998.9	orig=29.57In|orig.time=10:00AM|orig.date=1838-03-28|atb=12R						
1838	4	9	9	23	0	999.1	orig=29.57In|orig.time=12:00AM|orig.date=1838-03-28|atb=11R						
1838	4	9	11	23	0	999.1	orig=29.57In|orig.time=2:00PM|orig.date=1838-03-28|atb=11R						
1838	4	9	13	23	0	999.3	orig=29.57In|orig.time=4:00PM|orig.date=1838-03-28|atb=10R						
1838	4	9	15	23	0	999.3	orig=29.57In|orig.time=6:00PM|orig.date=1838-03-28|atb=10R						
1838	4	9	17	23	0	999.2	orig=29.58In|orig.time=8:00PM|orig.date=1838-03-28|atb=12R						
1838	4	9	19	23	0	1000.2	orig=29.61In|orig.time=10:00PM|orig.date=1838-03-28|atb=12R						
1838	4	10	5	23	0	1004.4	orig=29.74In|orig.time=8:00AM|orig.date=1838-03-29|atb=13R						
1838	4	10	7	23	0	1005.1	orig=29.74In|orig.time=10:00AM|orig.date=1838-03-29|atb=10R						
1838	4	10	9	23	0	1005.2	orig=29.75In|orig.time=12:00AM|orig.date=1838-03-29|atb=11R						
1838	4	10	11	23	0	1005.9	orig=29.77In|orig.time=2:00PM|orig.date=1838-03-29|atb=11R						
1838	4	10	13	23	0	1006.1	orig=29.77In|orig.time=4:00PM|orig.date=1838-03-29|atb=10R						
1838	4	10	15	23	0	1007	orig=29.81In|orig.time=6:00PM|orig.date=1838-03-29|atb=12R						
1838	4	10	17	23	0	1008.8	orig=29.87In|orig.time=8:00PM|orig.date=1838-03-29|atb=13R						
1838	4	10	19	23	0	1010.1	orig=29.91In|orig.time=10:00PM|orig.date=1838-03-29|atb=13R						
1838	4	11	7	23	0	1011.4	orig=29.94In|orig.time=10:00AM|orig.date=1838-03-30|atb=12R						
1838	4	12	5	23	0	1002.6	orig=29.68In|orig.time=8:00AM|orig.date=1838-03-31|atb=12R						
1838	4	12	7	23	0	1001.7	orig=29.64In|orig.time=10:00AM|orig.date=1838-03-31|atb=10R						
1838	4	12	9	23	0	1000.9	orig=29.61In|orig.time=12:00AM|orig.date=1838-03-31|atb=9.25R						
1838	4	12	11	23	0	998.8	orig=29.56In|orig.time=2:00PM|orig.date=1838-03-31|atb=11R						
1838	4	12	13	23	0	996.7	orig=29.52In|orig.time=4:00PM|orig.date=1838-03-31|atb=14R						
1838	4	12	15	23	0	999.7	orig=29.58In|orig.time=6:00PM|orig.date=1838-03-31|atb=10R						
1838	4	12	17	23	0	996.1	orig=29.48In|orig.time=8:00PM|orig.date=1838-03-31|atb=11R						
1838	4	12	19	23	0	996.3	orig=29.48In|orig.time=10:00PM|orig.date=1838-03-31|atb=10R						
1838	4	13	5	23	0	993.8	orig=29.42In|orig.time=8:00AM|orig.date=1838-04-01|atb=12R						
1838	4	13	7	23	0	993.8	orig=29.42In|orig.time=10:00AM|orig.date=1838-04-01|atb=12R						
1838	4	13	9	23	0	992.9	orig=29.4In|orig.time=12:00AM|orig.date=1838-04-01|atb=13R						
1838	4	13	11	23	0	991.8	orig=29.36In|orig.time=2:00PM|orig.date=1838-04-01|atb=12R						
1838	4	13	13	23	0	991.1	orig=29.34In|orig.time=4:00PM|orig.date=1838-04-01|atb=12R						
1838	4	13	15	23	0	991.1	orig=29.34In|orig.time=6:00PM|orig.date=1838-04-01|atb=12R						
1838	4	13	17	23	0	990.9	orig=29.34In|orig.time=8:00PM|orig.date=1838-04-01|atb=13R						
1838	4	13	19	23	0	990.9	orig=29.34In|orig.time=10:00PM|orig.date=1838-04-01|atb=13R						
1838	4	14	5	23	0	990.9	orig=29.34In|orig.time=8:00AM|orig.date=1838-04-02|atb=13R						
1838	4	14	7	23	0	991.3	orig=29.34In|orig.time=10:00AM|orig.date=1838-04-02|atb=11R						
1838	4	14	9	23	0	991.1	orig=29.34In|orig.time=12:00AM|orig.date=1838-04-02|atb=12R						
1838	4	14	11	23	0	991.6	orig=29.34In|orig.time=2:00PM|orig.date=1838-04-02|atb=10R						
1838	4	14	13	23	0	991.1	orig=29.34In|orig.time=4:00PM|orig.date=1838-04-02|atb=12R						
1838	4	14	15	23	0	991.3	orig=29.34In|orig.time=6:00PM|orig.date=1838-04-02|atb=11R						
1838	4	14	17	23	0	991.9	orig=29.35In|orig.time=8:00PM|orig.date=1838-04-02|atb=10R						
1838	4	14	19	23	0	991.5	orig=29.35In|orig.time=10:00PM|orig.date=1838-04-02|atb=12R						
1838	4	15	5	23	0	995.2	orig=29.46In|orig.time=8:00AM|orig.date=1838-04-03|atb=12R						
1838	4	15	7	23	0	995.2	orig=29.46In|orig.time=10:00AM|orig.date=1838-04-03|atb=12R						
1838	4	15	9	23	0	995.4	orig=29.46In|orig.time=12:00AM|orig.date=1838-04-03|atb=11R						
1838	4	15	11	23	0	995.2	orig=29.46In|orig.time=2:00PM|orig.date=1838-04-03|atb=12R						
1838	4	15	13	23	0	995.2	orig=29.46In|orig.time=4:00PM|orig.date=1838-04-03|atb=12R						
1838	4	15	15	23	0	993.1	orig=29.4In|orig.time=6:00PM|orig.date=1838-04-03|atb=12R						
1838	4	15	17	23	0	994.9	orig=29.46In|orig.time=8:00PM|orig.date=1838-04-03|atb=13R						
1838	4	15	19	23	0	994.9	orig=29.46In|orig.time=10:00PM|orig.date=1838-04-03|atb=13R						
1838	4	16	5	23	0	991.5	orig=29.35In|orig.time=8:00AM|orig.date=1838-04-04|atb=12R						
1838	4	16	7	23	0	991.9	orig=29.35In|orig.time=10:00AM|orig.date=1838-04-04|atb=10R						
1838	4	16	9	23	0	992.1	orig=29.37In|orig.time=12:00AM|orig.date=1838-04-04|atb=12R						
1838	4	16	11	23	0	993.3	orig=29.41In|orig.time=2:00PM|orig.date=1838-04-04|atb=13R						
1838	4	16	13	23	0	993.9	orig=29.41In|orig.time=4:00PM|orig.date=1838-04-04|atb=10R						
1838	4	16	15	23	0	993.5	orig=29.41In|orig.time=6:00PM|orig.date=1838-04-04|atb=12R						
1838	4	16	17	23	0	993.5	orig=29.41In|orig.time=8:00PM|orig.date=1838-04-04|atb=12R						
1838	4	16	19	23	0	993.3	orig=29.41In|orig.time=10:00PM|orig.date=1838-04-04|atb=13R						
1838	4	17	5	23	0	997.8	orig=29.53In|orig.time=8:00AM|orig.date=1838-04-05|atb=11R						
1838	4	17	7	23	0	999.2	orig=29.58In|orig.time=10:00AM|orig.date=1838-04-05|atb=12R						
1838	4	17	9	23	0	999.2	orig=29.58In|orig.time=12:00AM|orig.date=1838-04-05|atb=12R						
1838	4	17	11	23	0	999	orig=29.58In|orig.time=2:00PM|orig.date=1838-04-05|atb=13R						
1838	4	17	13	23	0	999	orig=29.58In|orig.time=4:00PM|orig.date=1838-04-05|atb=13R						
1838	4	17	15	23	0	999	orig=29.58In|orig.time=6:00PM|orig.date=1838-04-05|atb=13R						
1838	4	17	17	23	0	1002	orig=29.65In|orig.time=8:00PM|orig.date=1838-04-05|atb=13R						
1838	4	17	19	23	0	1001.7	orig=29.66In|orig.time=10:00PM|orig.date=1838-04-05|atb=13R						
1838	4	18	5	23	0	1004.1	orig=29.71In|orig.time=8:00AM|orig.date=1838-04-06|atb=10R						
1838	4	18	7	23	0	1004.1	orig=29.71In|orig.time=10:00AM|orig.date=1838-04-06|atb=10R						
1838	4	18	9	23	0	1003.7	orig=29.72In|orig.time=12:00AM|orig.date=1838-04-06|atb=13R						
1838	4	18	11	23	0	1004.2	orig=29.72In|orig.time=2:00PM|orig.date=1838-04-06|atb=11R						
1838	4	18	13	23	0	1002.3	orig=29.67In|orig.time=4:00PM|orig.date=1838-04-06|atb=12R						
1838	4	18	15	23	0	1002	orig=29.67In|orig.time=6:00PM|orig.date=1838-04-06|atb=13R						
1838	4	18	17	23	0	1002.3	orig=29.67In|orig.time=8:00PM|orig.date=1838-04-06|atb=12R						
1838	4	18	19	23	0	1002	orig=29.67In|orig.time=10:00PM|orig.date=1838-04-06|atb=13R						
1838	4	19	5	23	0	995.8	orig=29.48In|orig.time=8:00AM|orig.date=1838-04-07|atb=12R						
1838	4	19	7	23	0	994.2	orig=29.43In|orig.time=10:00AM|orig.date=1838-04-07|atb=12R						
1838	4	19	9	23	0	993.8	orig=29.42In|orig.time=12:00AM|orig.date=1838-04-07|atb=12R						
1838	4	19	11	23	0	993.8	orig=29.42In|orig.time=2:00PM|orig.date=1838-04-07|atb=12R						
1838	4	19	13	23	0	993.5	orig=29.41In|orig.time=4:00PM|orig.date=1838-04-07|atb=12R						
1838	4	19	15	23	0	993.5	orig=29.41In|orig.time=6:00PM|orig.date=1838-04-07|atb=12R						
1838	4	19	17	23	0	993.3	orig=29.41In|orig.time=8:00PM|orig.date=1838-04-07|atb=13R						
1838	4	19	19	23	0	993.3	orig=29.41In|orig.time=10:00PM|orig.date=1838-04-07|atb=13R						
1838	4	20	5	23	0	998.7	orig=29.57In|orig.time=8:00AM|orig.date=1838-04-08|atb=13R						
1838	4	20	7	23	0	1000.9	orig=29.63In|orig.time=10:00AM|orig.date=1838-04-08|atb=12R						
1838	4	20	9	23	0	1001.6	orig=29.65In|orig.time=12:00AM|orig.date=1838-04-08|atb=12R						
1838	4	20	11	23	0	1002.9	orig=29.69In|orig.time=2:00PM|orig.date=1838-04-08|atb=12R						
1838	4	20	13	23	0	1003.2	orig=29.69In|orig.time=4:00PM|orig.date=1838-04-08|atb=11R						
1838	4	20	15	23	0	1003.2	orig=29.69In|orig.time=6:00PM|orig.date=1838-04-08|atb=11R						
1838	4	20	17	23	0	1003.7	orig=29.72In|orig.time=8:00PM|orig.date=1838-04-08|atb=13R						
1838	4	20	19	23	0	1005.4	orig=29.77In|orig.time=10:00PM|orig.date=1838-04-08|atb=13R						
1838	4	21	5	23	0	1008.7	orig=29.86In|orig.time=8:00AM|orig.date=1838-04-09|atb=12R						
1838	4	21	7	23	0	1009.4	orig=29.88In|orig.time=10:00AM|orig.date=1838-04-09|atb=12R						
1838	4	21	9	23	0	1009.4	orig=29.88In|orig.time=12:00AM|orig.date=1838-04-09|atb=12R						
1838	4	21	11	23	0	1009.1	orig=29.88In|orig.time=2:00PM|orig.date=1838-04-09|atb=13R						
1838	4	21	13	23	0	1009.1	orig=29.88In|orig.time=4:00PM|orig.date=1838-04-09|atb=13R						
1838	4	21	15	23	0	1008.1	orig=29.85In|orig.time=6:00PM|orig.date=1838-04-09|atb=13R						
1838	4	21	17	23	0	1009.1	orig=29.88In|orig.time=8:00PM|orig.date=1838-04-09|atb=13R						
1838	4	21	19	23	0	1009.6	orig=29.9In|orig.time=10:00PM|orig.date=1838-04-09|atb=14R						
1838	4	22	5	23	0	1011.4	orig=29.94In|orig.time=8:00AM|orig.date=1838-04-10|atb=12R						
1838	4	22	7	23	0	1011.6	orig=29.94In|orig.time=10:00AM|orig.date=1838-04-10|atb=11R						
1838	4	22	9	23	0	1010.9	orig=29.92In|orig.time=12:00AM|orig.date=1838-04-10|atb=11R						
1838	4	22	11	23	0	1009.7	orig=29.89In|orig.time=2:00PM|orig.date=1838-04-10|atb=12R						
1838	4	22	13	23	0	1009.7	orig=29.89In|orig.time=4:00PM|orig.date=1838-04-10|atb=12R						
1838	4	22	15	23	0	1009.7	orig=29.89In|orig.time=6:00PM|orig.date=1838-04-10|atb=12R						
1838	4	22	17	23	0	1009.7	orig=29.89In|orig.time=8:00PM|orig.date=1838-04-10|atb=12R						
1838	4	22	19	23	0	1009.5	orig=29.89In|orig.time=10:00PM|orig.date=1838-04-10|atb=13R						
1838	4	23	5	23	0	1010.1	orig=29.91In|orig.time=8:00AM|orig.date=1838-04-11|atb=13R						
1838	4	23	7	23	0	1010.4	orig=29.91In|orig.time=10:00AM|orig.date=1838-04-11|atb=12R						
1838	4	23	9	23	0	1008.9	orig=29.86In|orig.time=12:00AM|orig.date=1838-04-11|atb=11R						
1838	4	23	11	23	0	1008.6	orig=29.85In|orig.time=2:00PM|orig.date=1838-04-11|atb=11R						
1838	4	23	13	23	0	1008.3	orig=29.85In|orig.time=4:00PM|orig.date=1838-04-11|atb=12R						
1838	4	23	15	23	0	1008.1	orig=29.85In|orig.time=6:00PM|orig.date=1838-04-11|atb=13R						
1838	4	23	17	23	0	1009.8	orig=29.9In|orig.time=8:00PM|orig.date=1838-04-11|atb=13R						
1838	4	23	19	23	0	1010.2	orig=29.92In|orig.time=10:00PM|orig.date=1838-04-11|atb=14R						
1838	4	24	5	23	0	1010.5	orig=29.92In|orig.time=8:00AM|orig.date=1838-04-12|atb=13R						
1838	4	24	7	23	0	1009.6	orig=29.88In|orig.time=10:00AM|orig.date=1838-04-12|atb=11R						
1838	4	24	9	23	0	1009.4	orig=29.88In|orig.time=12:00AM|orig.date=1838-04-12|atb=12R						
1838	4	24	11	23	0	1008.3	orig=29.85In|orig.time=2:00PM|orig.date=1838-04-12|atb=12R						
1838	4	24	13	23	0	1007.4	orig=29.83In|orig.time=4:00PM|orig.date=1838-04-12|atb=13R						
1838	4	24	15	23	0	1007.4	orig=29.83In|orig.time=6:00PM|orig.date=1838-04-12|atb=13R						
1838	4	24	17	23	0	1007.4	orig=29.83In|orig.time=8:00PM|orig.date=1838-04-12|atb=13R						
1838	4	24	19	23	0	1008.6	orig=29.87In|orig.time=10:00PM|orig.date=1838-04-12|atb=14R						
1838	4	25	5	23	0	1010.5	orig=29.92In|orig.time=8:00AM|orig.date=1838-04-13|atb=13R						
1838	4	25	7	23	0	1010.7	orig=29.92In|orig.time=10:00AM|orig.date=1838-04-13|atb=12R						
1838	4	25	9	23	0	1011	orig=29.93In|orig.time=12:00AM|orig.date=1838-04-13|atb=12R						
1838	4	25	11	23	0	1010.6	orig=29.91In|orig.time=2:00PM|orig.date=1838-04-13|atb=11R						
1838	4	25	13	23	0	1009.6	orig=29.88In|orig.time=4:00PM|orig.date=1838-04-13|atb=11R						
1838	4	25	15	23	0	1008.7	orig=29.86In|orig.time=6:00PM|orig.date=1838-04-13|atb=12R						
1838	4	25	17	23	0	1008.5	orig=29.86In|orig.time=8:00PM|orig.date=1838-04-13|atb=13R						
1838	4	25	19	23	0	1008.5	orig=29.86In|orig.time=10:00PM|orig.date=1838-04-13|atb=13R						
1838	4	26	5	23	0	1008.7	orig=29.86In|orig.time=8:00AM|orig.date=1838-04-14|atb=12R						
1838	4	26	7	23	0	1007.1	orig=29.82In|orig.time=10:00AM|orig.date=1838-04-14|atb=13R						
1838	4	26	9	23	0	1005.1	orig=29.76In|orig.time=12:00AM|orig.date=1838-04-14|atb=13R						
1838	4	26	11	23	0	1003.7	orig=29.72In|orig.time=2:00PM|orig.date=1838-04-14|atb=13R						
1838	4	26	13	23	0	1002	orig=29.67In|orig.time=4:00PM|orig.date=1838-04-14|atb=13R						
1838	4	26	15	23	0	1002	orig=29.67In|orig.time=6:00PM|orig.date=1838-04-14|atb=13R						
1838	4	26	17	23	0	1002	orig=29.65In|orig.time=8:00PM|orig.date=1838-04-14|atb=13R						
1838	4	26	19	23	0	1001.6	orig=29.65In|orig.time=10:00PM|orig.date=1838-04-14|atb=12R						
1838	4	27	5	23	0	998.4	orig=29.55In|orig.time=8:00AM|orig.date=1838-04-15|atb=11R						
1838	4	27	7	23	0	997.1	orig=29.51In|orig.time=10:00AM|orig.date=1838-04-15|atb=11R						
1838	4	27	9	23	0	996.7	orig=29.5In|orig.time=12:00AM|orig.date=1838-04-15|atb=11R						
1838	4	27	11	23	0	996.7	orig=29.5In|orig.time=2:00PM|orig.date=1838-04-15|atb=11R						
1838	4	27	13	23	0	996.1	orig=29.48In|orig.time=4:00PM|orig.date=1838-04-15|atb=11R						
1838	4	27	15	23	0	994.7	orig=29.44In|orig.time=6:00PM|orig.date=1838-04-15|atb=11R						
1838	4	27	17	23	0	994.7	orig=29.44In|orig.time=8:00PM|orig.date=1838-04-15|atb=11R						
1838	4	27	19	23	0	994.7	orig=29.44In|orig.time=10:00PM|orig.date=1838-04-15|atb=11R						
1838	4	28	5	23	0	992.6	orig=29.37In|orig.time=8:00AM|orig.date=1838-04-16|atb=10R						
1838	4	28	7	23	0	992.5	orig=29.37In|orig.time=10:00AM|orig.date=1838-04-16|atb=10.5R						
1838	4	28	9	23	0	992.1	orig=29.37In|orig.time=12:00AM|orig.date=1838-04-16|atb=12R						
1838	4	28	11	23	0	992.1	orig=29.37In|orig.time=2:00PM|orig.date=1838-04-16|atb=12R						
1838	4	28	13	23	0	992.1	orig=29.37In|orig.time=4:00PM|orig.date=1838-04-16|atb=12R						
1838	4	28	15	23	0	991.1	orig=29.34In|orig.time=6:00PM|orig.date=1838-04-16|atb=12R						
1838	4	28	17	23	0	991.8	orig=29.36In|orig.time=8:00PM|orig.date=1838-04-16|atb=12R						
1838	4	28	19	23	0	991.8	orig=29.36In|orig.time=10:00PM|orig.date=1838-04-16|atb=12R						
1838	4	29	5	23	0	992	orig=29.36In|orig.time=8:00AM|orig.date=1838-04-17|atb=14R						
1838	4	29	7	23	0	994.7	orig=29.44In|orig.time=10:00AM|orig.date=1838-04-17|atb=14R						
1838	4	29	9	23	0	995.8	orig=29.48In|orig.time=12:00AM|orig.date=1838-04-17|atb=15R						
1838	4	29	11	23	0	997.2	orig=29.52In|orig.time=2:00PM|orig.date=1838-04-17|atb=15R						
1838	4	29	13	23	0	997.9	orig=29.54In|orig.time=4:00PM|orig.date=1838-04-17|atb=15R						
1838	4	29	15	23	0	997.6	orig=29.54In|orig.time=6:00PM|orig.date=1838-04-17|atb=13R						
1838	4	29	17	23	0	998.1	orig=29.56In|orig.time=8:00PM|orig.date=1838-04-17|atb=14R						
1838	4	29	19	23	0	998.8	orig=29.58In|orig.time=10:00PM|orig.date=1838-04-17|atb=14R						
1838	4	30	5	23	0	1000.5	orig=29.63In|orig.time=8:00AM|orig.date=1838-04-18|atb=14R					1003.5	orig=29.72In|orig.time=8:00AM|orig.date=1838-04-18|atb=14R
1838	4	30	7	23	0	1000.5	orig=29.63In|orig.time=10:00AM|orig.date=1838-04-18|atb=14R					1003.8	orig=29.73In|orig.time=10:00AM|orig.date=1838-04-18|atb=14R
1838	4	30	9	23	0	1000.2	orig=29.63In|orig.time=12:00AM|orig.date=1838-04-18|atb=15R					1003.6	orig=29.73In|orig.time=12:00AM|orig.date=1838-04-18|atb=15R
1838	4	30	11	23	0	1000.2	orig=29.63In|orig.time=2:00PM|orig.date=1838-04-18|atb=15R					1003.4	orig=29.73In|orig.time=2:00PM|orig.date=1838-04-18|atb=16R
1838	4	30	13	23	0	1000.2	orig=29.63In|orig.time=4:00PM|orig.date=1838-04-18|atb=15R					1003.4	orig=29.73In|orig.time=4:00PM|orig.date=1838-04-18|atb=16R
1838	4	30	15	23	0	1000.2	orig=29.63In|orig.time=6:00PM|orig.date=1838-04-18|atb=15R						
1838	4	30	17	23	0	1000.2	orig=29.63In|orig.time=8:00PM|orig.date=1838-04-18|atb=15R						
1838	4	30	19	23	0	1001.2	orig=29.66In|orig.time=10:00PM|orig.date=1838-04-18|atb=15R						
1838	5	1	5	23	0	1003.5	orig=29.72In|orig.time=8:00AM|orig.date=1838-04-19|atb=14R					1004.8	orig=29.76In|orig.time=8:00AM|orig.date=1838-04-19|atb=14R
1838	5	1	7	23	0	1003.8	orig=29.73In|orig.time=10:00AM|orig.date=1838-04-19|atb=14R					1004.8	orig=29.76In|orig.time=10:00AM|orig.date=1838-04-19|atb=14R
1838	5	1	9	23	0	1003.6	orig=29.73In|orig.time=12:00AM|orig.date=1838-04-19|atb=15R					1004.8	orig=29.76In|orig.time=12:00AM|orig.date=1838-04-19|atb=14R
1838	5	1	11	23	0	1003.4	orig=29.73In|orig.time=2:00PM|orig.date=1838-04-19|atb=16R					1004.8	orig=29.76In|orig.time=2:00PM|orig.date=1838-04-19|atb=14R
1838	5	1	13	23	0	1003.4	orig=29.73In|orig.time=4:00PM|orig.date=1838-04-19|atb=16R					1004.7	orig=29.76In|orig.time=4:00PM|orig.date=1838-04-19|atb=14.5R
1838	5	1	15	23	0	1003.6	orig=29.73In|orig.time=6:00PM|orig.date=1838-04-19|atb=15R						
1838	5	1	17	23	0	1003.9	orig=29.74In|orig.time=8:00PM|orig.date=1838-04-19|atb=15R						
1838	5	1	19	23	0	1004.6	orig=29.76In|orig.time=10:00PM|orig.date=1838-04-19|atb=15R						
1838	5	2	5	23	0	1004.8	orig=29.76In|orig.time=8:00AM|orig.date=1838-04-20|atb=14R					1006.5	orig=29.81In|orig.time=8:00AM|orig.date=1838-04-20|atb=14R
1838	5	2	7	23	0	1004.8	orig=29.76In|orig.time=10:00AM|orig.date=1838-04-20|atb=14R					1005.9	orig=29.79In|orig.time=10:00AM|orig.date=1838-04-20|atb=14R
1838	5	2	9	23	0	1004.8	orig=29.76In|orig.time=12:00AM|orig.date=1838-04-20|atb=14R					1005.5	orig=29.78In|orig.time=12:00AM|orig.date=1838-04-20|atb=14R
1838	5	2	11	23	0	1004.8	orig=29.76In|orig.time=2:00PM|orig.date=1838-04-20|atb=14R					1004.3	orig=29.75In|orig.time=2:00PM|orig.date=1838-04-20|atb=15R
1838	5	2	13	23	0	1004.7	orig=29.76In|orig.time=4:00PM|orig.date=1838-04-20|atb=14.5R					1003.9	orig=29.74In|orig.time=4:00PM|orig.date=1838-04-20|atb=15R
1838	5	2	15	23	0	1004.4	orig=29.75In|orig.time=6:00PM|orig.date=1838-04-20|atb=14.5R						
1838	5	2	17	23	0	1004.7	orig=29.76In|orig.time=8:00PM|orig.date=1838-04-20|atb=14.5R						
1838	5	2	19	23	0	1006.5	orig=29.81In|orig.time=10:00PM|orig.date=1838-04-20|atb=14R						
1838	5	3	5	23	0	1006.5	orig=29.81In|orig.time=8:00AM|orig.date=1838-04-21|atb=14R					1002.1	orig=29.68In|orig.time=8:00AM|orig.date=1838-04-21|atb=14R
1838	5	3	7	23	0	1005.9	orig=29.79In|orig.time=10:00AM|orig.date=1838-04-21|atb=14R					1002.1	orig=29.68In|orig.time=10:00AM|orig.date=1838-04-21|atb=14R
1838	5	3	9	23	0	1005.5	orig=29.78In|orig.time=12:00AM|orig.date=1838-04-21|atb=14R					1002.8	orig=29.7In|orig.time=12:00AM|orig.date=1838-04-21|atb=14R
1838	5	3	11	23	0	1004.3	orig=29.75In|orig.time=2:00PM|orig.date=1838-04-21|atb=15R					1002.8	orig=29.7In|orig.time=2:00PM|orig.date=1838-04-21|atb=14R
1838	5	3	13	23	0	1003.9	orig=29.74In|orig.time=4:00PM|orig.date=1838-04-21|atb=15R					1002.1	orig=29.68In|orig.time=4:00PM|orig.date=1838-04-21|atb=14R
1838	5	3	15	23	0	1002.9	orig=29.71In|orig.time=6:00PM|orig.date=1838-04-21|atb=15R						
1838	5	3	17	23	0	1003.8	orig=29.73In|orig.time=8:00PM|orig.date=1838-04-21|atb=14R						
1838	5	3	19	23	0	1003.8	orig=29.73In|orig.time=10:00PM|orig.date=1838-04-21|atb=14R						
